Well	Sample Name	Detector Name	Reporter	Task	Ct	Tm Value	Tm Type	Quantity	Qty Mean	Qty StdDev	Ct Median	Ct Mean	Ct StdDev	Ct Type	Template Name	Baseline Type	Baseline Start	Baseline Stop	Threshold Type	Threshold	FOS	HMD	LME	EW	BPR	NAW	HNS	HRN	EAF	BAF	TAF	CAF	
257	Exp2_CtrlLine_Input_0.040	FavTFBS	SYBR	Unknown	24.575628						24.836927	24.887987	0.3407719	Automatic Ct		Automatic			Automatic	0.040976737													
258	Exp2_CtrlLine_Input_0.040	FavTFBS	SYBR	Unknown	25.25141						24.836927	24.887987	0.3407719	Automatic Ct		Automatic			Automatic	0.040976737													
232	Exp2_CtrlLine_Input_0.200	FavTFBS	SYBR	Unknown	22.461056						22.527332	22.518778	0.053955883	Automatic Ct		Automatic			Automatic	0.040976737													
233	Exp2_CtrlLine_Input_0.200	FavTFBS	SYBR	Unknown	22.567945						22.527332	22.518778	0.053955883	Automatic Ct		Automatic			Automatic	0.040976737													
234	Exp2_CtrlLine_Input_0.200	FavTFBS	SYBR	Unknown	22.527332						22.527332	22.518778	0.053955883	Automatic Ct		Automatic			Automatic	0.040976737													
208	Exp2_CtrlLine_Input_1.000	FavTFBS	SYBR	Unknown	21.364222						21.424685	21.47209	0.13782501	Automatic Ct		Automatic			Automatic	0.040976737													
209	Exp2_CtrlLine_Input_1.000	FavTFBS	SYBR	Unknown	21.62736						21.424685	21.47209	0.13782501	Automatic Ct		Automatic			Automatic	0.040976737													
210	Exp2_CtrlLine_Input_1.000	FavTFBS	SYBR	Unknown	21.424685						21.424685	21.47209	0.13782501	Automatic Ct		Automatic			Automatic	0.040976737													
247	Exp2_LineOfInterest_FavTF	FavTFBS	SYBR	Unknown	27.082754						27.082754	26.966745	0.20368898	Automatic Ct		Automatic			Automatic	0.040976737													
248	Exp2_LineOfInterest_FavTF	FavTFBS	SYBR	Unknown	26.731554						27.082754	26.966745	0.20368898	Automatic Ct		Automatic			Automatic	0.040976737													
249	Exp2_LineOfInterest_FavTF	FavTFBS	SYBR	Unknown	27.085932						27.082754	26.966745	0.20368898	Automatic Ct		Automatic			Automatic	0.040976737													
271	Exp2_LineOfInterest_IgG	FavTFBS	SYBR	Unknown	Undetermined									Automatic Ct		Automatic			Automatic	0.040976737						true			true				
272	Exp2_LineOfInterest_IgG	FavTFBS	SYBR	Unknown	Undetermined									Automatic Ct		Automatic			Automatic	0.040976737						true			true				
273	Exp2_LineOfInterest_IgG	FavTFBS	SYBR	Unknown	Undetermined									Automatic Ct		Automatic			Automatic	0.040976737						true			true				
283	Exp2_LineOfInterest_Input_0.008	FavTFBS	SYBR	Unknown	27.776762						27.930038	27.90911	0.12322107	Automatic Ct		Automatic			Automatic	0.040976737													
284	Exp2_LineOfInterest_Input_0.008	FavTFBS	SYBR	Unknown	27.930038						27.930038	27.90911	0.12322107	Automatic Ct		Automatic			Automatic	0.040976737													
285	Exp2_LineOfInterest_Input_0.008	FavTFBS	SYBR	Unknown	28.020523						27.930038	27.90911	0.12322107	Automatic Ct		Automatic			Automatic	0.040976737													
259	Exp2_LineOfInterest_Input_0.040	FavTFBS	SYBR	Unknown	25.57365						25.604357	25.613108	0.044486202	Automatic Ct		Automatic			Automatic	0.040976737													
260	Exp2_LineOfInterest_Input_0.040	FavTFBS	SYBR	Unknown	25.604357						25.604357	25.613108	0.044486202	Automatic Ct		Automatic			Automatic	0.040976737													
261	Exp2_LineOfInterest_Input_0.040	FavTFBS	SYBR	Unknown	25.661322						25.604357	25.613108	0.044486202	Automatic Ct		Automatic			Automatic	0.040976737													
235	Exp2_LineOfInterest_Input_0.200	FavTFBS	SYBR	Unknown	23.243584						23.320162	23.416723	0.2366855	Automatic Ct		Automatic			Automatic	0.040976737													
236	Exp2_LineOfInterest_Input_0.200	FavTFBS	SYBR	Unknown	23.686424						23.320162	23.416723	0.2366855	Automatic Ct		Automatic			Automatic	0.040976737													
237	Exp2_LineOfInterest_Input_0.200	FavTFBS	SYBR	Unknown	23.320162						23.320162	23.416723	0.2366855	Automatic Ct		Automatic			Automatic	0.040976737													
211	Exp2_LineOfInterest_Input_1.000	FavTFBS	SYBR	Unknown	21.653845						21.653845	21.683733	0.092928454	Automatic Ct		Automatic			Automatic	0.040976737													
212	Exp2_LineOfInterest_Input_1.000	FavTFBS	SYBR	Unknown	21.609428						21.653845	21.683733	0.092928454	Automatic Ct		Automatic			Automatic	0.040976737													
213	Exp2_LineOfInterest_Input_1.000	FavTFBS	SYBR	Unknown	21.78793						21.653845	21.683733	0.092928454	Automatic Ct		Automatic			Automatic	0.040976737													
7	Exp1_CtrlLine_FavTF	FavTFBS	SYBR	Unknown	22.912437						22.912437	22.971788	0.4042496	Automatic Ct		Automatic			Automatic	0.040976737													
8	Exp1_CtrlLine_FavTF	FavTFBS	SYBR	Unknown	22.600496						22.912437	22.971788	0.4042496	Automatic Ct		Automatic			Automatic	0.040976737													
9	Exp1_CtrlLine_FavTF	FavTFBS	SYBR	Unknown	23.402433						22.912437	22.971788	0.4042496	Automatic Ct		Automatic			Automatic	0.040976737													
31	Exp1_CtrlLine_IgG	FavTFBS	SYBR	Unknown	24.504847						24.55823	24.563585	0.061591525	Automatic Ct		Automatic			Automatic	0.040976737													
32	Exp1_CtrlLine_IgG	FavTFBS	SYBR	Unknown	24.55823						24.55823	24.563585	0.061591525	Automatic Ct		Automatic			Automatic	0.040976737													
33	Exp1_CtrlLine_IgG	FavTFBS	SYBR	Unknown	24.62768						24.55823	24.563585	0.061591525	Automatic Ct		Automatic			Automatic	0.040976737													
367	Exp1_CtrlLine_Input_0.008	FavTFBS	SYBR	Unknown	25.53124						25.636835	25.619417	0.080886744	Automatic Ct		Automatic			Automatic	0.040976737													
368	Exp1_CtrlLine_Input_0.008	FavTFBS	SYBR	Unknown	25.690176						25.636835	25.619417	0.080886744	Automatic Ct		Automatic			Automatic	0.040976737													
369	Exp1_CtrlLine_Input_0.008	FavTFBS	SYBR	Unknown	25.636835						25.636835	25.619417	0.080886744	Automatic Ct		Automatic			Automatic	0.040976737													
343	Exp1_CtrlLine_Input_0.040	FavTFBS	SYBR	Unknown	23.290976						23.290976	23.315565	0.04867075	Automatic Ct		Automatic			Automatic	0.040976737													
344	Exp1_CtrlLine_Input_0.040	FavTFBS	SYBR	Unknown	23.371624						23.290976	23.315565	0.04867075	Automatic Ct		Automatic			Automatic	0.040976737													
345	Exp1_CtrlLine_Input_0.040	FavTFBS	SYBR	Unknown	23.284094						23.290976	23.315565	0.04867075	Automatic Ct		Automatic			Automatic	0.040976737													
319	Exp1_CtrlLine_Input_0.200	FavTFBS	SYBR	Unknown	20.981297						21.100023	21.114878	0.14159396	Automatic Ct		Automatic			Automatic	0.040976737													
320	Exp1_CtrlLine_Input_0.200	FavTFBS	SYBR	Unknown	21.263313						21.100023	21.114878	0.14159396	Automatic Ct		Automatic			Automatic	0.040976737													
321	Exp1_CtrlLine_Input_0.200	FavTFBS	SYBR	Unknown	21.100023						21.100023	21.114878	0.14159396	Automatic Ct		Automatic			Automatic	0.040976737													
295	Exp1_CtrlLine_Input_1.000	FavTFBS	SYBR	Unknown	19.712234						19.712234	19.76713	0.12576203	Automatic Ct		Automatic			Automatic	0.040976737													
296	Exp1_CtrlLine_Input_1.000	FavTFBS	SYBR	Unknown	19.911007						19.712234	19.76713	0.12576203	Automatic Ct		Automatic			Automatic	0.040976737													
297	Exp1_CtrlLine_Input_1.000	FavTFBS	SYBR	Unknown	19.678146						19.712234	19.76713	0.12576203	Automatic Ct		Automatic			Automatic	0.040976737													
103	Exp1_LineOfInterest_FavTF	FavTFBS	SYBR	Unknown	21.005709						21.005709	21.037512	0.18899213	Automatic Ct		Automatic			Automatic	0.040976737													
104	Exp1_LineOfInterest_FavTF	FavTFBS	SYBR	Unknown	20.866438						21.005709	21.037512	0.18899213	Automatic Ct		Automatic			Automatic	0.040976737													
105	Exp1_LineOfInterest_FavTF	FavTFBS	SYBR	Unknown	21.240387						21.005709	21.037512	0.18899213	Automatic Ct		Automatic			Automatic	0.040976737													
127	Exp1_LineOfInterest_IgG	FavTFBS	SYBR	Unknown	27.741726						27.741726	27.665375	0.18028201	Automatic Ct		Automatic			Automatic	0.040976737													
128	Exp1_LineOfInterest_IgG	FavTFBS	SYBR	Unknown	27.459482						27.741726	27.665375	0.18028201	Automatic Ct		Automatic			Automatic	0.040976737													
129	Exp1_LineOfInterest_IgG	FavTFBS	SYBR	Unknown	27.79492						27.741726	27.665375	0.18028201	Automatic Ct		Automatic			Automatic	0.040976737													
184	Exp1_LineOfInterest_Input_0.008	FavTFBS	SYBR	Unknown	26.92012						26.96117	27.014969	0.13035615	Automatic Ct		Automatic			Automatic	0.040976737													
185	Exp1_LineOfInterest_Input_0.008	FavTFBS	SYBR	Unknown	26.96117						26.96117	27.014969	0.13035615	Automatic Ct		Automatic			Automatic	0.040976737													
186	Exp1_LineOfInterest_Input_0.008	FavTFBS	SYBR	Unknown	27.163612						26.96117	27.014969	0.13035615	Automatic Ct		Automatic			Automatic	0.040976737													
160	Exp1_LineOfInterest_Input_0.040	FavTFBS	SYBR	Unknown	24.541548						24.541548	24.492699	0.120938666	Automatic Ct		Automatic			Automatic	0.040976737													
161	Exp1_LineOfInterest_Input_0.040	FavTFBS	SYBR	Unknown	24.354977						24.541548	24.492699	0.120938666	Automatic Ct		Automatic			Automatic	0.040976737													
162	Exp1_LineOfInterest_Input_0.040	FavTFBS	SYBR	Unknown	24.581573						24.541548	24.492699	0.120938666	Automatic Ct		Automatic			Automatic	0.040976737													
136	Exp1_LineOfInterest_Input_0.200	FavTFBS	SYBR	Unknown	22.471594						22.471594	22.425508	0.10482965	Automatic Ct		Automatic			Automatic	0.040976737													
137	Exp1_LineOfInterest_Input_0.200	FavTFBS	SYBR	Unknown	22.305532						22.471594	22.425508	0.10482965	Automatic Ct		Automatic			Automatic	0.040976737													
138	Exp1_LineOfInterest_Input_0.200	FavTFBS	SYBR	Unknown	22.499403						22.471594	22.425508	0.10482965	Automatic Ct		Automatic			Automatic	0.040976737													
112	Exp1_LineOfInterest_Input_1.000	FavTFBS	SYBR	Unknown	20.586397						20.634676	20.622755	0.03210199	Automatic Ct		Automatic			Automatic	0.040976737													
113	Exp1_LineOfInterest_Input_1.000	FavTFBS	SYBR	Unknown	20.634676						20.634676	20.622755	0.03210199	Automatic Ct		Automatic			Automatic	0.040976737													
114	Exp1_LineOfInterest_Input_1.000	FavTFBS	SYBR	Unknown	20.64719						20.634676	20.622755	0.03210199	Automatic Ct		Automatic			Automatic	0.040976737													
190	Water	FavTFBS	SYBR	Unknown	Undetermined									Automatic Ct		Automatic			Automatic	0.040976737						true			true				
191	Water	FavTFBS	SYBR	Unknown	Undetermined									Automatic Ct		Automatic			Automatic	0.040976737						true			true				
192	Water	FavTFBS	SYBR	Unknown	Undetermined									Automatic Ct		Automatic			Automatic	0.040976737						true			true				
